tahun,bulan,benua,region,nama_negara,nilai_ekspor
2009,"Mei","Amerika","Amerika Utara","Kanada",41185
2009,"Mei","Amerika","Amerika Tengah dan Selatan","Argentina",10044
2009,"Mei","Amerika","Amerika Tengah dan Selatan","Brasil",68337
2009,"Mei","Amerika","Amerika Tengah dan Selatan","Meksiko",24399
2009,"Mei","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",44018
2009,"Mei","Eropa","Uni Eropa","Belanda",272877
2009,"Mei","Eropa","Uni Eropa","Belgia",95405
2009,"Mei","Eropa","Uni Eropa","Inggris",108338
2009,"Mei","Eropa","Uni Eropa","Italia",129052
2009,"Mei","Eropa","Uni Eropa","Jerman",165601
2009,"Mei","Eropa","Uni Eropa","Perancis",71919
2009,"Mei","Eropa","Uni Eropa","Spanyol",153538
2009,"Mei","Eropa","Uni Eropa","Uni Eropa lainnya ",114820
2009,"Mei","Eropa","Rusia","Rusia",36071
2009,"Mei","Eropa","Turki","Turki",58085
2009,"Mei","Eropa","Eropa Lainnya","Eropa lainnya",68155
2009,"Mei","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",6697
2009,"Mei","Asia dan Timur Tengah","ASEAN","Filipina",158354
2009,"Mei","Asia dan Timur Tengah","ASEAN","Kamboja",15460
2009,"Mei","Asia dan Timur Tengah","ASEAN","Laos",461
2009,"Mei","Asia dan Timur Tengah","ASEAN","Malaysia",578519
2009,"Mei","Asia dan Timur Tengah","ASEAN","Myanmar",20410
2009,"Mei","Asia dan Timur Tengah","ASEAN","Singapura",922031
2009,"Mei","Asia dan Timur Tengah","ASEAN","Thailand",251290
2009,"Mei","Asia dan Timur Tengah","ASEAN","Vietnam",117503
2009,"Mei","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",148319
2009,"Mei","Asia dan Timur Tengah","Asia Selatan","India",710898
2009,"Mei","Asia dan Timur Tengah","Timur Tengah","Irak",2159
2009,"Mei","Asia dan Timur Tengah","Asia Timur","Jepang",1515030
2009,"Mei","Asia dan Timur Tengah","Asia Timur","Korea Selatan",506799
2009,"Mei","Asia dan Timur Tengah","Asia Selatan","Pakistan",67423
2009,"Mei","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1026774
2009,"Mei","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",65866
2009,"Mei","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",231030
2009,"Mei","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",382176
2009,"Mei","Australia dan Oceania","Australia","Australia",223894
2009,"Mei","Australia dan Oceania","New Zealand","New Zealand",19222
2009,"Mei","Afrika","Afrika Selatan","Afrika Selatan",40072
2009,"Mei","Afrika","Afrika Lainnya","Afrika lainnya",132957
2009,"Mei","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",99523
2009,"Juni","Amerika","Amerika Utara","Amerika Serikat",877241
2009,"Juni","Amerika","Amerika Utara","Kanada",49044
2009,"Juni","Amerika","Amerika Tengah dan Selatan","Argentina",11292
2009,"Juni","Amerika","Amerika Tengah dan Selatan","Brasil",71025
2009,"Juni","Amerika","Amerika Tengah dan Selatan","Meksiko",32990
2009,"Juni","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",52375
2009,"Juni","Eropa","Uni Eropa","Belanda",224519
2009,"Juni","Eropa","Uni Eropa","Belgia",106503
2009,"Juni","Eropa","Uni Eropa","Inggris",153059
2009,"Juni","Eropa","Uni Eropa","Italia",173989
2009,"Juni","Eropa","Uni Eropa","Jerman",226191
2009,"Juni","Eropa","Uni Eropa","Perancis",98837
2009,"Juni","Eropa","Uni Eropa","Spanyol",75537
2009,"Juni","Eropa","Uni Eropa","Uni Eropa lainnya ",108560
2009,"Juni","Eropa","Rusia","Rusia",29952
2009,"Juni","Eropa","Turki","Turki",52717
2009,"Juni","Eropa","Eropa Lainnya","Eropa lainnya",59596
2009,"Juni","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",6948
2009,"Juni","Asia dan Timur Tengah","ASEAN","Filipina",262562
2009,"Juni","Asia dan Timur Tengah","ASEAN","Kamboja",15130
2009,"Juni","Asia dan Timur Tengah","ASEAN","Laos",363
2009,"Juni","Asia dan Timur Tengah","ASEAN","Malaysia",542642
2009,"Juni","Asia dan Timur Tengah","ASEAN","Myanmar",15935
2009,"Juni","Asia dan Timur Tengah","ASEAN","Singapura",702708
2009,"Juni","Asia dan Timur Tengah","ASEAN","Thailand",256572
2009,"Juni","Asia dan Timur Tengah","ASEAN","Vietnam",132945
2009,"Juni","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",188226
2009,"Juni","Asia dan Timur Tengah","Asia Selatan","India",608827
2009,"Juni","Asia dan Timur Tengah","Timur Tengah","Irak",902
2009,"Juni","Asia dan Timur Tengah","Asia Timur","Jepang",1728056
2009,"Juni","Asia dan Timur Tengah","Asia Timur","Korea Selatan",758101
2009,"Juni","Asia dan Timur Tengah","Asia Selatan","Pakistan",58614
2009,"Juni","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1137589
2009,"Juni","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",92959
2009,"Juni","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",262728
2009,"Juni","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",395764
2009,"Juni","Australia dan Oceania","Australia","Australia",266318
2009,"Juni","Australia dan Oceania","New Zealand","New Zealand",16984
2009,"Juni","Afrika","Afrika Selatan","Afrika Selatan",32703
2009,"Juni","Afrika","Afrika Lainnya","Afrika lainnya",137312
2009,"Juni","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",93511
2009,"Juli","Amerika","Amerika Utara","Amerika Serikat",961584
2009,"Juli","Amerika","Amerika Utara","Kanada",45124
2009,"Juli","Amerika","Amerika Tengah dan Selatan","Argentina",16879
2009,"Juli","Amerika","Amerika Tengah dan Selatan","Brasil",100863
2009,"Juli","Amerika","Amerika Tengah dan Selatan","Meksiko",48450
2009,"Juli","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",47479
2009,"Juli","Eropa","Uni Eropa","Belanda",245714
2009,"Juli","Eropa","Uni Eropa","Belgia",94623
2009,"Juli","Eropa","Uni Eropa","Inggris",122472
2009,"Juli","Eropa","Uni Eropa","Italia",129708
2009,"Juli","Eropa","Uni Eropa","Jerman",221659
2009,"Juli","Eropa","Uni Eropa","Perancis",72959
2009,"Juli","Eropa","Uni Eropa","Spanyol",194478
2009,"Juli","Eropa","Uni Eropa","Uni Eropa lainnya ",126127
2009,"Juli","Eropa","Rusia","Rusia",34856
2009,"Juli","Eropa","Turki","Turki",64257
2009,"Juli","Eropa","Eropa Lainnya","Eropa lainnya",39116
2009,"Juli","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",5274
2009,"Juli","Asia dan Timur Tengah","ASEAN","Filipina",254091
2009,"Juli","Asia dan Timur Tengah","ASEAN","Kamboja",15017
2009,"Juli","Asia dan Timur Tengah","ASEAN","Laos",388
2009,"Juli","Asia dan Timur Tengah","ASEAN","Malaysia",611969
2009,"Juli","Asia dan Timur Tengah","ASEAN","Myanmar",16133
2009,"Juli","Asia dan Timur Tengah","ASEAN","Singapura",693939
2009,"Juli","Asia dan Timur Tengah","ASEAN","Thailand",293060
2009,"Juli","Asia dan Timur Tengah","ASEAN","Vietnam",123791
2009,"Juli","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",195598
2009,"Juli","Asia dan Timur Tengah","Asia Selatan","India",426554
2009,"Juli","Asia dan Timur Tengah","Timur Tengah","Irak",1605
2009,"Juli","Asia dan Timur Tengah","Asia Timur","Jepang",1965285
2009,"Juli","Asia dan Timur Tengah","Asia Timur","Korea Selatan",720179
2009,"Juli","Asia dan Timur Tengah","Asia Selatan","Pakistan",48969
2009,"Juli","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",927613
2009,"Juli","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",89555
2009,"Juli","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",293471
2009,"Juli","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",369945
2009,"Juli","Australia dan Oceania","Australia","Australia",295870
2009,"Juli","Australia dan Oceania","New Zealand","New Zealand",72151
2009,"Juli","Afrika","Afrika Selatan","Afrika Selatan",43072
2009,"Juli","Afrika","Afrika Lainnya","Afrika lainnya",118267
2009,"Juli","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",89207
2009,"Agustus","Amerika","Amerika Utara","Amerika Serikat",981169
2009,"Agustus","Amerika","Amerika Utara","Kanada",52590
2009,"Agustus","Amerika","Amerika Tengah dan Selatan","Argentina",19986
2009,"Agustus","Amerika","Amerika Tengah dan Selatan","Brasil",104655
2009,"Agustus","Amerika","Amerika Tengah dan Selatan","Meksiko",45963
2009,"Agustus","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",53499
2009,"Agustus","Eropa","Uni Eropa","Belanda",308895
2009,"Agustus","Eropa","Uni Eropa","Belgia",87855
2009,"Agustus","Eropa","Uni Eropa","Inggris",124575
2009,"Agustus","Eropa","Uni Eropa","Italia",159757
2009,"Agustus","Eropa","Uni Eropa","Jerman",211445
2009,"Agustus","Eropa","Uni Eropa","Perancis",62320
2009,"Agustus","Eropa","Uni Eropa","Spanyol",230683
2009,"Agustus","Eropa","Uni Eropa","Uni Eropa lainnya ",139250
2009,"Agustus","Eropa","Rusia","Rusia",23816
2009,"Agustus","Eropa","Turki","Turki",54545
2009,"Agustus","Eropa","Eropa Lainnya","Eropa lainnya",46719
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4601
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Filipina",175295
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Kamboja",14001
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Laos",338
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Malaysia",680304
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Myanmar",15080
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Singapura",749459
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Thailand",384667
2009,"Agustus","Asia dan Timur Tengah","ASEAN","Vietnam",115102
2009,"Agustus","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",175085
2009,"Agustus","Asia dan Timur Tengah","Asia Selatan","India",690361
2009,"Agustus","Asia dan Timur Tengah","Timur Tengah","Irak",2476
2009,"Agustus","Asia dan Timur Tengah","Asia Timur","Jepang",1995730
2009,"Agustus","Asia dan Timur Tengah","Asia Timur","Korea Selatan",703241
2009,"Agustus","Asia dan Timur Tengah","Asia Selatan","Pakistan",60133
2009,"Agustus","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1066506
2009,"Agustus","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",69221
2009,"Agustus","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",274335
2009,"Agustus","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",414039
2009,"Agustus","Australia dan Oceania","Australia","Australia",280375
2009,"Agustus","Australia dan Oceania","New Zealand","New Zealand",21669
2009,"Agustus","Afrika","Afrika Selatan","Afrika Selatan",44214
2009,"Agustus","Afrika","Afrika Lainnya","Afrika lainnya",124540
2009,"Agustus","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",103410
2009,"September","Amerika","Amerika Utara","Amerika Serikat",893208
2009,"September","Amerika","Amerika Utara","Kanada",37789
2009,"September","Amerika","Amerika Tengah dan Selatan","Argentina",12977
2009,"September","Amerika","Amerika Tengah dan Selatan","Brasil",60795
2009,"September","Amerika","Amerika Tengah dan Selatan","Meksiko",30510
2009,"September","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",50075
2009,"September","Eropa","Uni Eropa","Belanda",253199
2009,"September","Eropa","Uni Eropa","Belgia",67572
2009,"September","Eropa","Uni Eropa","Inggris",100866
2009,"September","Eropa","Uni Eropa","Italia",73846
2009,"September","Eropa","Uni Eropa","Jerman",188999
2009,"September","Eropa","Uni Eropa","Perancis",61457
2009,"September","Eropa","Uni Eropa","Spanyol",211598
2009,"September","Eropa","Uni Eropa","Uni Eropa lainnya ",132210
2009,"September","Eropa","Rusia","Rusia",24476
2009,"September","Eropa","Turki","Turki",57366
2009,"September","Eropa","Eropa Lainnya","Eropa lainnya",43983
2009,"September","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",2255
2009,"September","Asia dan Timur Tengah","ASEAN","Filipina",169247
2009,"September","Asia dan Timur Tengah","ASEAN","Kamboja",21230
2009,"September","Asia dan Timur Tengah","ASEAN","Laos",175
2009,"September","Asia dan Timur Tengah","ASEAN","Malaysia",659752
2009,"September","Asia dan Timur Tengah","ASEAN","Myanmar",15008
2009,"September","Asia dan Timur Tengah","ASEAN","Singapura",1033153
2009,"September","Asia dan Timur Tengah","ASEAN","Thailand",277492
2009,"September","Asia dan Timur Tengah","ASEAN","Vietnam",104802
2009,"September","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",176925
2009,"September","Asia dan Timur Tengah","Asia Selatan","India",626723
2009,"September","Asia dan Timur Tengah","Timur Tengah","Irak",1741
2009,"September","Asia dan Timur Tengah","Asia Timur","Jepang",1631912
2009,"September","Asia dan Timur Tengah","Asia Timur","Korea Selatan",784773
2009,"September","Asia dan Timur Tengah","Asia Selatan","Pakistan",43521
2009,"September","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1055841
2009,"September","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",90486
2009,"September","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",252427
2009,"September","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",320743
2009,"September","Australia dan Oceania","Australia","Australia",286793
2009,"September","Australia dan Oceania","New Zealand","New Zealand",22255
2009,"September","Afrika","Afrika Selatan","Afrika Selatan",30650
2009,"September","Afrika","Afrika Lainnya","Afrika lainnya",100581
2009,"September","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",103371
2009,"Oktober","Amerika","Amerika Utara","Amerika Serikat",983339
2009,"Oktober","Amerika","Amerika Utara","Kanada",45356
2009,"Oktober","Amerika","Amerika Tengah dan Selatan","Argentina",17069
2009,"Oktober","Amerika","Amerika Tengah dan Selatan","Brasil",82435
2009,"Oktober","Amerika","Amerika Tengah dan Selatan","Meksiko",36619
2009,"Oktober","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",57226
2009,"Oktober","Eropa","Uni Eropa","Belanda",262943
2009,"Oktober","Eropa","Uni Eropa","Belgia",88800
2009,"Oktober","Eropa","Uni Eropa","Inggris",128970
2009,"Oktober","Eropa","Uni Eropa","Italia",175364
2009,"Oktober","Eropa","Uni Eropa","Jerman",227479
2009,"Oktober","Eropa","Uni Eropa","Perancis",79411
2009,"Oktober","Eropa","Uni Eropa","Spanyol",131927
2009,"Oktober","Eropa","Uni Eropa","Uni Eropa lainnya ",144599
2009,"Oktober","Eropa","Rusia","Rusia",38883
2009,"Oktober","Eropa","Turki","Turki",76477
2009,"Oktober","Eropa","Eropa Lainnya","Eropa lainnya",64676
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",3986
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Filipina",213333
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Kamboja",24641
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Laos",381
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Malaysia",715377
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Myanmar",13366
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Singapura",1318931
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Thailand",348609
2009,"Oktober","Asia dan Timur Tengah","ASEAN","Vietnam",152180
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",191393
2009,"Oktober","Asia dan Timur Tengah","Asia Selatan","India",810214
2009,"Oktober","Asia dan Timur Tengah","Timur Tengah","Irak",1266
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Jepang",1807981
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Korea Selatan",840071
2009,"Oktober","Asia dan Timur Tengah","Asia Selatan","Pakistan",47956
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1058841
2009,"Oktober","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",98683
2009,"Oktober","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",467815
2009,"Oktober","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",436274
2009,"Oktober","Australia dan Oceania","Australia","Australia",327218
2009,"Oktober","Australia dan Oceania","New Zealand","New Zealand",21868
2009,"Oktober","Afrika","Afrika Selatan","Afrika Selatan",57026
2009,"Oktober","Afrika","Afrika Lainnya","Afrika lainnya",156296
2009,"Oktober","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",115000
2009,"November","Amerika","Amerika Utara","Amerika Serikat",924456
2009,"November","Amerika","Amerika Utara","Kanada",40709
2009,"November","Amerika","Amerika Tengah dan Selatan","Argentina",18406
2009,"November","Amerika","Amerika Tengah dan Selatan","Brasil",96032
2009,"November","Amerika","Amerika Tengah dan Selatan","Meksiko",23827
2009,"November","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",49701
2009,"November","Eropa","Uni Eropa","Belanda",241502
2009,"November","Eropa","Uni Eropa","Belgia",89314
2009,"November","Eropa","Uni Eropa","Inggris",119661
2009,"November","Eropa","Uni Eropa","Italia",156689
2009,"November","Eropa","Uni Eropa","Jerman",165528
2009,"November","Eropa","Uni Eropa","Perancis",73946
2009,"November","Eropa","Uni Eropa","Spanyol",106274
2009,"November","Eropa","Uni Eropa","Uni Eropa lainnya ",112370
2009,"November","Eropa","Rusia","Rusia",18991
2009,"November","Eropa","Turki","Turki",84289
2009,"November","Eropa","Eropa Lainnya","Eropa lainnya",53640
2009,"November","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",3818
2009,"November","Asia dan Timur Tengah","ASEAN","Filipina",283743
2009,"November","Asia dan Timur Tengah","ASEAN","Kamboja",19227
2009,"November","Asia dan Timur Tengah","ASEAN","Laos",155
2009,"November","Asia dan Timur Tengah","ASEAN","Malaysia",664596
2009,"November","Asia dan Timur Tengah","ASEAN","Myanmar",8706
2009,"November","Asia dan Timur Tengah","ASEAN","Singapura",1351135
2009,"November","Asia dan Timur Tengah","ASEAN","Thailand",286348
2009,"November","Asia dan Timur Tengah","ASEAN","Vietnam",126505
2009,"November","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",202344
2009,"November","Asia dan Timur Tengah","Asia Selatan","India",545696
2009,"November","Asia dan Timur Tengah","Timur Tengah","Irak",2997
2009,"November","Asia dan Timur Tengah","Asia Timur","Jepang",1486863
2009,"November","Asia dan Timur Tengah","Asia Timur","Korea Selatan",752438
2009,"November","Asia dan Timur Tengah","Asia Selatan","Pakistan",48637
2009,"November","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1002271
2009,"November","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",74750
2009,"November","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",339402
2009,"November","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",386609
2009,"November","Australia dan Oceania","Australia","Australia",357823
2009,"November","Australia dan Oceania","New Zealand","New Zealand",18989
2009,"November","Afrika","Afrika Selatan","Afrika Selatan",33431
2009,"November","Afrika","Afrika Lainnya","Afrika lainnya",138887
2009,"November","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",101708
2009,"Desember","Amerika","Amerika Utara","Amerika Serikat",1050722
2009,"Desember","Amerika","Amerika Utara","Kanada",45559
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Argentina",14044
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Brasil",118972
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Meksiko",35528
2009,"Desember","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",54752
2009,"Desember","Eropa","Uni Eropa","Belanda",343884
2009,"Desember","Eropa","Uni Eropa","Belgia",103212
2009,"Desember","Eropa","Uni Eropa","Inggris",128091
2009,"Desember","Eropa","Uni Eropa","Italia",208814
2009,"Desember","Eropa","Uni Eropa","Jerman",326813
2009,"Desember","Eropa","Uni Eropa","Perancis",83229
2009,"Desember","Eropa","Uni Eropa","Spanyol",148607
2009,"Desember","Eropa","Uni Eropa","Uni Eropa lainnya ",157416
2009,"Desember","Eropa","Rusia","Rusia",35097
2009,"Desember","Eropa","Turki","Turki",69676
2009,"Desember","Eropa","Eropa Lainnya","Eropa lainnya",60552
2009,"Desember","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",7506
2009,"Desember","Asia dan Timur Tengah","ASEAN","Filipina",254186
2009,"Desember","Asia dan Timur Tengah","ASEAN","Kamboja",16585
2009,"Desember","Asia dan Timur Tengah","ASEAN","Laos",419
2009,"Desember","Asia dan Timur Tengah","ASEAN","Malaysia",899977
2009,"Desember","Asia dan Timur Tengah","ASEAN","Myanmar",33250
2009,"Desember","Asia dan Timur Tengah","ASEAN","Singapura",1240938
2009,"Desember","Asia dan Timur Tengah","ASEAN","Thailand",384899
2009,"Desember","Asia dan Timur Tengah","ASEAN","Vietnam",156981
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",235845
2009,"Desember","Asia dan Timur Tengah","Asia Selatan","India",918872
2009,"Desember","Asia dan Timur Tengah","Timur Tengah","Irak",2023
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Jepang",2113298
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Korea Selatan",1169575
2009,"Desember","Asia dan Timur Tengah","Asia Selatan","Pakistan",62020
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1351424
2009,"Desember","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",87858
2009,"Desember","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",391801
2009,"Desember","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",436214
2009,"Desember","Australia dan Oceania","Australia","Australia",310118
2009,"Desember","Australia dan Oceania","New Zealand","New Zealand",24497
2009,"Desember","Afrika","Afrika Selatan","Afrika Selatan",56306
2009,"Desember","Afrika","Afrika Lainnya","Afrika lainnya",179653
2009,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",110845
2010,"Januari","Amerika","Amerika Utara","Amerika Serikat",1045862
2010,"Januari","Amerika","Amerika Utara","Kanada",47065
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Argentina",14475
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Brasil",75489
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Meksiko",26950
2010,"Januari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",58090
2010,"Januari","Eropa","Uni Eropa","Belanda",197194
2010,"Januari","Eropa","Uni Eropa","Belgia",97553
2010,"Januari","Eropa","Uni Eropa","Inggris",120608
2010,"Januari","Eropa","Uni Eropa","Italia",140515
2010,"Januari","Eropa","Uni Eropa","Jerman",203687
2010,"Januari","Eropa","Uni Eropa","Perancis",73246
2010,"Januari","Eropa","Uni Eropa","Spanyol",184814
2010,"Januari","Eropa","Uni Eropa","Uni Eropa lainnya ",120489
2010,"Januari","Eropa","Rusia","Rusia",34901
2010,"Januari","Eropa","Turki","Turki",62566
2010,"Januari","Eropa","Eropa Lainnya","Eropa lainnya",34108
2010,"Januari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4827
2010,"Januari","Asia dan Timur Tengah","ASEAN","Filipina",197789
2010,"Januari","Asia dan Timur Tengah","ASEAN","Kamboja",17508
2010,"Januari","Asia dan Timur Tengah","ASEAN","Laos",274
2010,"Januari","Asia dan Timur Tengah","ASEAN","Malaysia",696148
2010,"Januari","Asia dan Timur Tengah","ASEAN","Myanmar",27844
2010,"Januari","Asia dan Timur Tengah","ASEAN","Singapura",1302863
2010,"Januari","Asia dan Timur Tengah","ASEAN","Thailand",329492
2010,"Januari","Asia dan Timur Tengah","ASEAN","Vietnam",112569
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",150481
2010,"Januari","Asia dan Timur Tengah","Asia Selatan","India",520536
2010,"Januari","Asia dan Timur Tengah","Timur Tengah","Irak",1799
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Jepang",1521956
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",799369
2010,"Januari","Asia dan Timur Tengah","Asia Selatan","Pakistan",46690
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",966378
2010,"Januari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",65310
2010,"Januari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",326729
2010,"Januari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",337832
2010,"Januari","Australia dan Oceania","Australia","Australia",248849
2010,"Januari","Australia dan Oceania","New Zealand","New Zealand",20206
2010,"Januari","Afrika","Afrika Selatan","Afrika Selatan",48616
2010,"Januari","Afrika","Afrika Lainnya","Afrika lainnya",100211
2010,"Januari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",137436
2010,"Februari","Amerika","Amerika Utara","Amerika Serikat",991400
2010,"Februari","Amerika","Amerika Utara","Kanada",45744
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Argentina",15518
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Brasil",89204
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Meksiko",28099
2010,"Februari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",58614
2010,"Februari","Eropa","Uni Eropa","Belanda",215049
2010,"Februari","Eropa","Uni Eropa","Belgia",105751
2010,"Februari","Eropa","Uni Eropa","Inggris",127840
2010,"Februari","Eropa","Uni Eropa","Italia",197956
2010,"Februari","Eropa","Uni Eropa","Jerman",295635
2010,"Februari","Eropa","Uni Eropa","Perancis",77585
2010,"Februari","Eropa","Uni Eropa","Spanyol",82786
2010,"Februari","Eropa","Uni Eropa","Uni Eropa lainnya ",118451
2010,"Februari","Eropa","Rusia","Rusia",48827
2010,"Februari","Eropa","Turki","Turki",78604
2010,"Februari","Eropa","Eropa Lainnya","Eropa lainnya",65476
2010,"Februari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",3339
2010,"Februari","Asia dan Timur Tengah","ASEAN","Filipina",234276
2010,"Februari","Asia dan Timur Tengah","ASEAN","Kamboja",14954
