tahun,bulan,benua,region,nama_negara,nilai_ekspor
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Meksiko",35278
2007,"Juli","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",53381
2007,"Juli","Eropa","Uni Eropa","Belanda",265490
2007,"Juli","Eropa","Uni Eropa","Belgia",109672
2007,"Juli","Eropa","Uni Eropa","Inggris",117938
2007,"Juli","Eropa","Uni Eropa","Italia",123949
2007,"Juli","Eropa","Uni Eropa","Jerman",205265
2007,"Juli","Eropa","Uni Eropa","Perancis",68939
2007,"Juli","Eropa","Uni Eropa","Spanyol",203117
2007,"Juli","Eropa","Uni Eropa","Uni Eropa lainnya ",113367
2007,"Juli","Eropa","Rusia","Rusia",38191
2007,"Juli","Eropa","Turki","Turki",83893
2007,"Juli","Eropa","Eropa Lainnya","Eropa lainnya",55218
2007,"Juli","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4584
2007,"Juli","Asia dan Timur Tengah","ASEAN","Filipina",125362
2007,"Juli","Asia dan Timur Tengah","ASEAN","Kamboja",8092
2007,"Juli","Asia dan Timur Tengah","ASEAN","Laos",75
2007,"Juli","Asia dan Timur Tengah","ASEAN","Malaysia",466091
2007,"Juli","Asia dan Timur Tengah","ASEAN","Myanmar",14201
2007,"Juli","Asia dan Timur Tengah","ASEAN","Singapura",926523
2007,"Juli","Asia dan Timur Tengah","ASEAN","Thailand",213334
2007,"Juli","Asia dan Timur Tengah","ASEAN","Vietnam",95962
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",142638
2007,"Juli","Asia dan Timur Tengah","Asia Selatan","India",282779
2007,"Juli","Asia dan Timur Tengah","Timur Tengah","Irak",142
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Jepang",2223940
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Korea Selatan",702450
2007,"Juli","Asia dan Timur Tengah","Asia Selatan","Pakistan",34227
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",877686
2007,"Juli","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",90573
2007,"Juli","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",267644
2007,"Juli","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",419705
2007,"Juli","Australia dan Oceania","Australia","Australia",301343
2007,"Juli","Australia dan Oceania","New Zealand","New Zealand",25386
2007,"Juli","Afrika","Afrika Selatan","Afrika Selatan",51011
2007,"Juli","Afrika","Afrika Lainnya","Afrika lainnya",95959
2007,"Juli","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",82240
2007,"Agustus","Amerika","Amerika Utara","Amerika Serikat",1100581
2007,"Agustus","Amerika","Amerika Utara","Kanada",48185
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Argentina",18840
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Brasil",81585
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Meksiko",31859
2007,"Agustus","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",61753
2007,"Agustus","Eropa","Uni Eropa","Belanda",270224
2007,"Agustus","Eropa","Uni Eropa","Belgia",111606
2007,"Agustus","Eropa","Uni Eropa","Inggris",134598
2007,"Agustus","Eropa","Uni Eropa","Italia",112732
2007,"Agustus","Eropa","Uni Eropa","Jerman",186775
2007,"Agustus","Eropa","Uni Eropa","Perancis",67062
2007,"Agustus","Eropa","Uni Eropa","Spanyol",155439
2007,"Agustus","Eropa","Uni Eropa","Uni Eropa lainnya ",120278
2007,"Agustus","Eropa","Rusia","Rusia",23398
2007,"Agustus","Eropa","Turki","Turki",83722
2007,"Agustus","Eropa","Eropa Lainnya","Eropa lainnya",57051
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",2739
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Filipina",141747
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Kamboja",9766
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Laos",115
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Malaysia",481517
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Myanmar",20522
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Singapura",885692
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Thailand",304125
2007,"Agustus","Asia dan Timur Tengah","ASEAN","Vietnam",130721
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",142296
2007,"Agustus","Asia dan Timur Tengah","Asia Selatan","India",458748
2007,"Agustus","Asia dan Timur Tengah","Timur Tengah","Irak",103
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Jepang",2006203
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Korea Selatan",704570
2007,"Agustus","Asia dan Timur Tengah","Asia Selatan","Pakistan",63581
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",824214
2007,"Agustus","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",99205
2007,"Agustus","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",193993
2007,"Agustus","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",369495
2007,"Agustus","Australia dan Oceania","Australia","Australia",225950
2007,"Agustus","Australia dan Oceania","New Zealand","New Zealand",50140
2007,"Agustus","Afrika","Afrika Selatan","Afrika Selatan",54271
2007,"Agustus","Afrika","Afrika Lainnya","Afrika lainnya",100754
2007,"Agustus","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",86800
2007,"September","Amerika","Amerika Utara","Amerika Serikat",934332
2007,"September","Amerika","Amerika Utara","Kanada",46706
2007,"September","Amerika","Amerika Tengah dan Selatan","Argentina",18580
2007,"September","Amerika","Amerika Tengah dan Selatan","Brasil",85831
2007,"September","Amerika","Amerika Tengah dan Selatan","Meksiko",30214
2007,"September","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",60940
2007,"September","Eropa","Uni Eropa","Belanda",195856
2007,"September","Eropa","Uni Eropa","Belgia",102238
2007,"September","Eropa","Uni Eropa","Inggris",124267
2007,"September","Eropa","Uni Eropa","Italia",82832
2007,"September","Eropa","Uni Eropa","Jerman",201203
2007,"September","Eropa","Uni Eropa","Perancis",59630
2007,"September","Eropa","Uni Eropa","Spanyol",61092
2007,"September","Eropa","Uni Eropa","Uni Eropa lainnya ",109396
2007,"September","Eropa","Rusia","Rusia",27282
2007,"September","Eropa","Turki","Turki",76026
2007,"September","Eropa","Eropa Lainnya","Eropa lainnya",52719
2007,"September","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",3715
2007,"September","Asia dan Timur Tengah","ASEAN","Filipina",219118
2007,"September","Asia dan Timur Tengah","ASEAN","Kamboja",10299
2007,"September","Asia dan Timur Tengah","ASEAN","Laos",430
2007,"September","Asia dan Timur Tengah","ASEAN","Malaysia",485684
2007,"September","Asia dan Timur Tengah","ASEAN","Myanmar",8954
2007,"September","Asia dan Timur Tengah","ASEAN","Singapura",1142170
2007,"September","Asia dan Timur Tengah","ASEAN","Thailand",308627
2007,"September","Asia dan Timur Tengah","ASEAN","Vietnam",112857
2007,"September","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",145523
2007,"September","Asia dan Timur Tengah","Asia Selatan","India",279721
2007,"September","Asia dan Timur Tengah","Timur Tengah","Irak",1383
2007,"September","Asia dan Timur Tengah","Asia Timur","Jepang",2010900
2007,"September","Asia dan Timur Tengah","Asia Timur","Korea Selatan",737319
2007,"September","Asia dan Timur Tengah","Asia Selatan","Pakistan",45108
2007,"September","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",811098
2007,"September","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",95952
2007,"September","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",237913
2007,"September","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",360950
2007,"September","Australia dan Oceania","Australia","Australia",279996
2007,"September","Australia dan Oceania","New Zealand","New Zealand",41928
2007,"September","Afrika","Afrika Selatan","Afrika Selatan",50190
2007,"September","Afrika","Afrika Lainnya","Afrika lainnya",111890
2007,"September","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",71816
2007,"Oktober","Amerika","Amerika Utara","Amerika Serikat",879454
2007,"Oktober","Amerika","Amerika Utara","Kanada",43371
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Argentina",15585
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Brasil",68216
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Meksiko",25883
2007,"Oktober","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",37737
2007,"Oktober","Eropa","Uni Eropa","Belanda",304352
2007,"Oktober","Eropa","Uni Eropa","Belgia",98051
2007,"Oktober","Eropa","Uni Eropa","Inggris",120876
2007,"Oktober","Eropa","Uni Eropa","Italia",141922
2007,"Oktober","Eropa","Uni Eropa","Jerman",180798
2007,"Oktober","Eropa","Uni Eropa","Perancis",57038
2007,"Oktober","Eropa","Uni Eropa","Spanyol",170059
2007,"Oktober","Eropa","Uni Eropa","Uni Eropa lainnya ",118274
2007,"Oktober","Eropa","Rusia","Rusia",30112
2007,"Oktober","Eropa","Turki","Turki",99137
2007,"Oktober","Eropa","Eropa Lainnya","Eropa lainnya",127413
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",2816
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Filipina",196485
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Kamboja",7800
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Laos",285
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Malaysia",521526
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Myanmar",49347
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Singapura",904057
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Thailand",304614
2007,"Oktober","Asia dan Timur Tengah","ASEAN","Vietnam",117209
2007,"Oktober","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",142105
2007,"Oktober","Asia dan Timur Tengah","Asia Selatan","India",550176
2007,"Oktober","Asia dan Timur Tengah","Timur Tengah","Irak",50
2007,"Oktober","Asia dan Timur Tengah","Asia Timur","Jepang",2163471
2007,"Oktober","Asia dan Timur Tengah","Asia Timur","Korea Selatan",667126
2007,"Oktober","Asia dan Timur Tengah","Asia Selatan","Pakistan",105530
2007,"Oktober","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",867622
2007,"Oktober","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",69681
2007,"Oktober","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",228912
2007,"Oktober","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",388282
2007,"Oktober","Australia dan Oceania","Australia","Australia",323281
2007,"Oktober","Australia dan Oceania","New Zealand","New Zealand",27708
2007,"Oktober","Afrika","Afrika Selatan","Afrika Selatan",38960
2007,"Oktober","Afrika","Afrika Lainnya","Afrika lainnya",101705
2007,"Oktober","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",75134
2007,"November","Amerika","Amerika Utara","Amerika Serikat",941115
2007,"November","Amerika","Amerika Utara","Kanada",43027
2007,"November","Amerika","Amerika Tengah dan Selatan","Argentina",16367
2007,"November","Amerika","Amerika Tengah dan Selatan","Brasil",65005
2007,"November","Amerika","Amerika Tengah dan Selatan","Meksiko",29796
2007,"November","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",52467
2007,"November","Eropa","Uni Eropa","Belanda",211832
2007,"November","Eropa","Uni Eropa","Belgia",118828
2007,"November","Eropa","Uni Eropa","Inggris",112133
2007,"November","Eropa","Uni Eropa","Italia",106619
2007,"November","Eropa","Uni Eropa","Jerman",179399
2007,"November","Eropa","Uni Eropa","Perancis",74274
2007,"November","Eropa","Uni Eropa","Spanyol",151236
2007,"November","Eropa","Uni Eropa","Uni Eropa lainnya ",128168
2007,"November","Eropa","Rusia","Rusia",21708
2007,"November","Eropa","Turki","Turki",76087
2007,"November","Eropa","Eropa Lainnya","Eropa lainnya",64705
2007,"November","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",2672
2007,"November","Asia dan Timur Tengah","ASEAN","Filipina",146070
2007,"November","Asia dan Timur Tengah","ASEAN","Kamboja",12116
2007,"November","Asia dan Timur Tengah","ASEAN","Laos",231
2007,"November","Asia dan Timur Tengah","ASEAN","Malaysia",630288
2007,"November","Asia dan Timur Tengah","ASEAN","Myanmar",17796
2007,"November","Asia dan Timur Tengah","ASEAN","Singapura",857776
2007,"November","Asia dan Timur Tengah","ASEAN","Thailand",259941
2007,"November","Asia dan Timur Tengah","ASEAN","Vietnam",140640
2007,"November","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",165902
2007,"November","Asia dan Timur Tengah","Asia Selatan","India",372802
2007,"November","Asia dan Timur Tengah","Timur Tengah","Irak",5776
2007,"November","Asia dan Timur Tengah","Asia Timur","Jepang",2241659
2007,"November","Asia dan Timur Tengah","Asia Timur","Korea Selatan",733205
2007,"November","Asia dan Timur Tengah","Asia Selatan","Pakistan",84015
2007,"November","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",955942
2007,"November","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",95817
2007,"November","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",192322
2007,"November","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",373941
2007,"November","Australia dan Oceania","Australia","Australia",281491
2007,"November","Australia dan Oceania","New Zealand","New Zealand",63732
2007,"November","Afrika","Afrika Selatan","Afrika Selatan",57706
2007,"November","Afrika","Afrika Lainnya","Afrika lainnya",187952
2007,"November","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",88437
2007,"Desember","Amerika","Amerika Utara","Amerika Serikat",1021435
2007,"Desember","Amerika","Amerika Utara","Kanada",44927
2007,"Desember","Amerika","Amerika Tengah dan Selatan","Argentina",13108
2007,"Desember","Amerika","Amerika Tengah dan Selatan","Brasil",81066
2007,"Desember","Amerika","Amerika Tengah dan Selatan","Meksiko",32881
2007,"Desember","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",46145
2007,"Desember","Eropa","Uni Eropa","Belanda",359499
2007,"Desember","Eropa","Uni Eropa","Belgia",118955
2007,"Desember","Eropa","Uni Eropa","Inggris",121643
2007,"Desember","Eropa","Uni Eropa","Italia",134788
2007,"Desember","Eropa","Uni Eropa","Jerman",212623
2007,"Desember","Eropa","Uni Eropa","Perancis",72742
2007,"Desember","Eropa","Uni Eropa","Spanyol",158959
2007,"Desember","Eropa","Uni Eropa","Uni Eropa lainnya ",142449
2007,"Desember","Eropa","Rusia","Rusia",25603
2007,"Desember","Eropa","Turki","Turki",136492
2007,"Desember","Eropa","Eropa Lainnya","Eropa lainnya",80202
2007,"Desember","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",2914
2007,"Desember","Asia dan Timur Tengah","ASEAN","Filipina",173411
2007,"Desember","Asia dan Timur Tengah","ASEAN","Kamboja",8794
2007,"Desember","Asia dan Timur Tengah","ASEAN","Laos",187
2007,"Desember","Asia dan Timur Tengah","ASEAN","Malaysia",493032
2007,"Desember","Asia dan Timur Tengah","ASEAN","Myanmar",26810
2007,"Desember","Asia dan Timur Tengah","ASEAN","Singapura",912412
2007,"Desember","Asia dan Timur Tengah","ASEAN","Thailand",244950
2007,"Desember","Asia dan Timur Tengah","ASEAN","Vietnam",165051
2007,"Desember","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",154488
2007,"Desember","Asia dan Timur Tengah","Asia Selatan","India",641947
2007,"Desember","Asia dan Timur Tengah","Timur Tengah","Irak",3979
2007,"Desember","Asia dan Timur Tengah","Asia Timur","Jepang",2403095
2007,"Desember","Asia dan Timur Tengah","Asia Timur","Korea Selatan",810549
2007,"Desember","Asia dan Timur Tengah","Asia Selatan","Pakistan",154046
2007,"Desember","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",899804
2007,"Desember","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",98889
2007,"Desember","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",166975
2007,"Desember","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",506030
2007,"Desember","Australia dan Oceania","Australia","Australia",399348
2007,"Desember","Australia dan Oceania","New Zealand","New Zealand",19880
2007,"Desember","Afrika","Afrika Selatan","Afrika Selatan",54739
2007,"Desember","Afrika","Afrika Lainnya","Afrika lainnya",139013
2007,"Desember","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",98543
2008,"Januari","Amerika","Amerika Utara","Amerika Serikat",1003480
2008,"Januari","Amerika","Amerika Utara","Kanada",51399
2008,"Januari","Amerika","Amerika Tengah dan Selatan","Argentina",11988
2008,"Januari","Amerika","Amerika Tengah dan Selatan","Brasil",63813
2008,"Januari","Amerika","Amerika Tengah dan Selatan","Meksiko",31531
2008,"Januari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",49539
2008,"Januari","Eropa","Uni Eropa","Belanda",272757
2008,"Januari","Eropa","Uni Eropa","Belgia",121844
2008,"Januari","Eropa","Uni Eropa","Inggris",119887
2008,"Januari","Eropa","Uni Eropa","Italia",138338
2008,"Januari","Eropa","Uni Eropa","Jerman",193557
2008,"Januari","Eropa","Uni Eropa","Perancis",82131
2008,"Januari","Eropa","Uni Eropa","Spanyol",151319
2008,"Januari","Eropa","Uni Eropa","Uni Eropa lainnya ",139652
2008,"Januari","Eropa","Rusia","Rusia",31104
2008,"Januari","Eropa","Turki","Turki",77369
2008,"Januari","Eropa","Eropa Lainnya","Eropa lainnya",136366
2008,"Januari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4397
2008,"Januari","Asia dan Timur Tengah","ASEAN","Filipina",142610
2008,"Januari","Asia dan Timur Tengah","ASEAN","Kamboja",12436
2008,"Januari","Asia dan Timur Tengah","ASEAN","Laos",429
2008,"Januari","Asia dan Timur Tengah","ASEAN","Malaysia",499800
2008,"Januari","Asia dan Timur Tengah","ASEAN","Myanmar",32350
2008,"Januari","Asia dan Timur Tengah","ASEAN","Singapura",1304236
2008,"Januari","Asia dan Timur Tengah","ASEAN","Thailand",262316
2008,"Januari","Asia dan Timur Tengah","ASEAN","Vietnam",155458
2008,"Januari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",146658
2008,"Januari","Asia dan Timur Tengah","Asia Selatan","India",550215
2008,"Januari","Asia dan Timur Tengah","Timur Tengah","Irak",11696
2008,"Januari","Asia dan Timur Tengah","Asia Timur","Jepang",2239557
2008,"Januari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",934472
2008,"Januari","Asia dan Timur Tengah","Asia Selatan","Pakistan",86280
2008,"Januari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1153089
2008,"Januari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",112494
2008,"Januari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",184381
2008,"Januari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",430529
2008,"Januari","Australia dan Oceania","Australia","Australia",266940
2008,"Januari","Australia dan Oceania","New Zealand","New Zealand",20734
2008,"Januari","Afrika","Afrika Selatan","Afrika Selatan",39832
2008,"Januari","Afrika","Afrika Lainnya","Afrika lainnya",119914
2008,"Januari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",82671
2008,"Februari","Amerika","Amerika Utara","Amerika Serikat",1012855
2008,"Februari","Amerika","Amerika Utara","Kanada",44694
2008,"Februari","Amerika","Amerika Tengah dan Selatan","Argentina",15617
2008,"Februari","Amerika","Amerika Tengah dan Selatan","Brasil",70394
2008,"Februari","Amerika","Amerika Tengah dan Selatan","Meksiko",58308
2008,"Februari","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",47349
2008,"Februari","Eropa","Uni Eropa","Belanda",206183
2008,"Februari","Eropa","Uni Eropa","Belgia",108800
2008,"Februari","Eropa","Uni Eropa","Inggris",123131
2008,"Februari","Eropa","Uni Eropa","Italia",158352
2008,"Februari","Eropa","Uni Eropa","Jerman",228214
2008,"Februari","Eropa","Uni Eropa","Perancis",79542
2008,"Februari","Eropa","Uni Eropa","Spanyol",157247
2008,"Februari","Eropa","Uni Eropa","Uni Eropa lainnya ",114805
2008,"Februari","Eropa","Rusia","Rusia",30052
2008,"Februari","Eropa","Turki","Turki",68857
2008,"Februari","Eropa","Eropa Lainnya","Eropa lainnya",47633
2008,"Februari","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",5074
2008,"Februari","Asia dan Timur Tengah","ASEAN","Filipina",165727
2008,"Februari","Asia dan Timur Tengah","ASEAN","Kamboja",17246
2008,"Februari","Asia dan Timur Tengah","ASEAN","Laos",128
2008,"Februari","Asia dan Timur Tengah","ASEAN","Malaysia",476034
2008,"Februari","Asia dan Timur Tengah","ASEAN","Myanmar",12569
2008,"Februari","Asia dan Timur Tengah","ASEAN","Singapura",903495
2008,"Februari","Asia dan Timur Tengah","ASEAN","Thailand",297186
2008,"Februari","Asia dan Timur Tengah","ASEAN","Vietnam",128659
2008,"Februari","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",144205
2008,"Februari","Asia dan Timur Tengah","Asia Selatan","India",464123
2008,"Februari","Asia dan Timur Tengah","Timur Tengah","Irak",12921
2008,"Februari","Asia dan Timur Tengah","Asia Timur","Jepang",2249797
2008,"Februari","Asia dan Timur Tengah","Asia Timur","Korea Selatan",970522
2008,"Februari","Asia dan Timur Tengah","Asia Selatan","Pakistan",85425
2008,"Februari","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1018538
2008,"Februari","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",76610
2008,"Februari","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",240211
2008,"Februari","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",384853
2008,"Februari","Australia dan Oceania","Australia","Australia",276699
2008,"Februari","Australia dan Oceania","New Zealand","New Zealand",53694
2008,"Februari","Afrika","Afrika Selatan","Afrika Selatan",64663
2008,"Februari","Afrika","Afrika Lainnya","Afrika lainnya",139471
2008,"Februari","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",106024
2008,"Maret","Amerika","Amerika Utara","Amerika Serikat",976872
2008,"Maret","Amerika","Amerika Utara","Kanada",47898
2008,"Maret","Amerika","Amerika Tengah dan Selatan","Argentina",12785
2008,"Maret","Amerika","Amerika Tengah dan Selatan","Brasil",78106
2008,"Maret","Amerika","Amerika Tengah dan Selatan","Meksiko",26973
2008,"Maret","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",53027
2008,"Maret","Eropa","Uni Eropa","Belanda",359088
2008,"Maret","Eropa","Uni Eropa","Belgia",102813
2008,"Maret","Eropa","Uni Eropa","Inggris",117234
2008,"Maret","Eropa","Uni Eropa","Italia",182405
2008,"Maret","Eropa","Uni Eropa","Jerman",181095
2008,"Maret","Eropa","Uni Eropa","Perancis",69220
2008,"Maret","Eropa","Uni Eropa","Spanyol",53550
2008,"Maret","Eropa","Uni Eropa","Uni Eropa lainnya ",127568
2008,"Maret","Eropa","Rusia","Rusia",31186
2008,"Maret","Eropa","Turki","Turki",102001
2008,"Maret","Eropa","Eropa Lainnya","Eropa lainnya",207709
2008,"Maret","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4831
2008,"Maret","Asia dan Timur Tengah","ASEAN","Filipina",111696
2008,"Maret","Asia dan Timur Tengah","ASEAN","Kamboja",9706
2008,"Maret","Asia dan Timur Tengah","ASEAN","Laos",230
2008,"Maret","Asia dan Timur Tengah","ASEAN","Malaysia",781863
2008,"Maret","Asia dan Timur Tengah","ASEAN","Myanmar",20634
2008,"Maret","Asia dan Timur Tengah","ASEAN","Singapura",1029531
2008,"Maret","Asia dan Timur Tengah","ASEAN","Thailand",318426
2008,"Maret","Asia dan Timur Tengah","ASEAN","Vietnam",158943
2008,"Maret","Asia dan Timur Tengah","Asia Timur","Hong Kong SAR",191361
2008,"Maret","Asia dan Timur Tengah","Asia Selatan","India",566962
2008,"Maret","Asia dan Timur Tengah","Timur Tengah","Irak",3557
2008,"Maret","Asia dan Timur Tengah","Asia Timur","Jepang",2319592
2008,"Maret","Asia dan Timur Tengah","Asia Timur","Korea Selatan",1004919
2008,"Maret","Asia dan Timur Tengah","Asia Selatan","Pakistan",138547
2008,"Maret","Asia dan Timur Tengah","Asia Timur","Republik Rakyat Cina",1144182
2008,"Maret","Asia dan Timur Tengah","Timur Tengah","Saudi Arabia",99931
2008,"Maret","Asia dan Timur Tengah","Asia Timur","Taiwan, Provinsi China",185809
2008,"Maret","Asia dan Timur Tengah","Asia dan Timur Tengah Lainnya","Asia dan Timur Tengah Lainnya",507526
2008,"Maret","Australia dan Oceania","Australia","Australia",384047
2008,"Maret","Australia dan Oceania","New Zealand","New Zealand",23950
2008,"Maret","Afrika","Afrika Selatan","Afrika Selatan",51424
2008,"Maret","Afrika","Afrika Lainnya","Afrika lainnya",158953
2008,"Maret","Ekspor yang tidak dapat diklasifikasikan ","Ekspor yang tidak dapat diklasifikasikan","Ekspor yang tidak dapat diklasifikasikan",80065
2008,"April","Amerika","Amerika Utara","Amerika Serikat",1070773
2008,"April","Amerika","Amerika Utara","Kanada",54333
2008,"April","Amerika","Amerika Tengah dan Selatan","Argentina",19138
2008,"April","Amerika","Amerika Tengah dan Selatan","Brasil",71859
2008,"April","Amerika","Amerika Tengah dan Selatan","Meksiko",28898
2008,"April","Amerika","Amerika Tengah dan Selatan","Amerika Tengah dan Selatan lainnya",60984
2008,"April","Eropa","Uni Eropa","Belanda",247829
2008,"April","Eropa","Uni Eropa","Belgia",123911
2008,"April","Eropa","Uni Eropa","Inggris",129780
2008,"April","Eropa","Uni Eropa","Italia",125848
2008,"April","Eropa","Uni Eropa","Jerman",206774
2008,"April","Eropa","Uni Eropa","Perancis",86781
2008,"April","Eropa","Uni Eropa","Spanyol",216710
2008,"April","Eropa","Uni Eropa","Uni Eropa lainnya ",145017
2008,"April","Eropa","Rusia","Rusia",35047
2008,"April","Eropa","Turki","Turki",79259
2008,"April","Eropa","Eropa Lainnya","Eropa lainnya",72491
2008,"April","Asia dan Timur Tengah","ASEAN","Brunei Darussalam",4478
2008,"April","Asia dan Timur Tengah","ASEAN","Filipina",177072
2008,"April","Asia dan Timur Tengah","ASEAN","Kamboja",14683
2008,"April","Asia dan Timur Tengah","ASEAN","Laos",121
2008,"April","Asia dan Timur Tengah","ASEAN","Malaysia",483023
2008,"April","Asia dan Timur Tengah","ASEAN","Myanmar",7229
2008,"April","Asia dan Timur Tengah","ASEAN","Singapura",1191280
